,chr,left,right,size
144754,chr2,170754500,171190500,436000
144755,chr2,170755500,171256500,501000
144756,chr2,170887500,171190500,303000
144757,chr2,171075500,171188500,113000
144759,chr2,171337500,171993500,656000
144768,chr2,172064500,172289500,225000
144769,chr2,172067500,172170500,103000
144771,chr2,172319500,172504500,185000
144772,chr2,172319500,172615500,296000
144773,chr2,172319500,172667500,348000
144774,chr2,172319500,172838500,519000
144775,chr2,172321500,172445500,124000
144777,chr2,172321500,172389500,68000
144778,chr2,172392500,172667500,275000
144779,chr2,172392500,172600500,208000
144780,chr2,172393500,172446500,53000
144781,chr2,172672500,172838500,166000
144782,chr2,172672500,172930500,258000
144784,chr2,172673500,172797500,124000
144787,chr2,172802500,172931500,129000
144788,chr2,172840500,172930500,90000
144790,chr2,172949500,173025500,76000
144791,chr2,172949500,173295500,346000
144792,chr2,172950500,173403500,453000
144794,chr2,173028500,173258500,230000
144795,chr2,173028500,173295500,267000
144796,chr2,173028500,173403500,375000
144797,chr2,173071500,173118500,47000
144798,chr2,173071500,173258500,187000
144799,chr2,173071500,173295500,224000
144801,chr2,173072500,173182500,110000
144803,chr2,173297500,173403500,106000
144804,chr2,173427500,173918500,491000
144805,chr2,173428500,173951500,523000
144807,chr2,178149500,178308500,159000
144811,chr2,178216500,178308500,92000
144815,chr2,178399500,178526500,127000
144818,chr2,178712500,178836500,124000
144820,chr2,179089500,179516500,427000
144821,chr2,179091500,179286500,195000
144822,chr2,179091500,179369500,278000
144823,chr2,179323500,179516500,193000
144824,chr2,179559500,179692500,133000
144826,chr2,179618500,179666500,48000
144827,chr2,179683500,179898500,215000
144828,chr2,179813500,179893500,80000
144829,chr2,179852500,179892500,40000
144830,chr2,179917500,179988500,71000
144832,chr2,179917500,180074500,157000
144833,chr2,179917500,180222500,305000
144834,chr2,179917500,180421500,504000
144835,chr2,179993500,180073500,80000
144836,chr2,180115500,180421500,306000
144837,chr2,180115500,180201500,86000
144838,chr2,180115500,180388500,273000
144839,chr2,180208500,180421500,213000
144840,chr2,180298500,180387500,89000
144841,chr2,180299500,180421500,122000
144842,chr2,180427500,180713500,286000
144843,chr2,180428500,180538500,110000
144845,chr2,180566500,180605500,39000
144846,chr2,180567500,180702500,135000
144847,chr2,180638500,180701500,63000
144848,chr2,180827500,180976500,149000
144851,chr2,181007500,181242500,235000
144852,chr2,181034500,181210500,176000
144853,chr2,181364500,181508500,144000
144854,chr3,7601500,7778500,177000
144860,chr3,8659500,9131500,472000
144861,chr3,8660500,8867500,207000
144864,chr3,8730500,8982500,252000
144865,chr3,8730500,9132500,402000
144867,chr3,8989500,9131500,142000
144868,chr3,9034500,9129500,95000
144869,chr3,9142500,9531500,389000
144870,chr3,9142500,9770500,628000
144872,chr3,9144500,9315500,171000
144873,chr3,9435500,9771500,336000
144874,chr3,9465500,9770500,305000
144875,chr3,9674500,9709500,35000
144880,chr3,14744500,14936500,192000
144882,chr3,14938500,15259500,321000
144883,chr3,14951500,15065500,114000
144884,chr3,15062500,15121500,59000
144886,chr3,15329500,16097500,768000
144895,chr3,9775500,10372500,597000
144901,chr3,10075500,10371500,296000
144902,chr3,10305500,10370500,65000
144904,chr3,10465500,10749500,284000
144906,chr3,18104500,18209500,105000
144907,chr3,18103500,18292500,189000
144908,chr3,18103500,19116500,1013000
144912,chr3,18299500,18677500,378000
144914,chr3,19291500,19364500,73000
144915,chr3,19576500,19747500,171000
144916,chr3,19579500,19948500,369000
144917,chr3,19617500,19746500,129000
144918,chr3,19617500,19948500,331000
144919,chr3,19682500,19948500,266000
144920,chr3,19748500,19948500,200000
144921,chr3,21991500,22092500,101000
144922,chr3,21990500,22130500,140000
144923,chr3,22130500,22211500,81000
144926,chr3,19959500,20252500,293000
144928,chr3,19958500,20563500,605000
144929,chr3,19959500,20056500,97000
144931,chr3,20131500,20252500,121000
144932,chr3,20309500,20389500,80000
144935,chr3,27122500,27291500,169000
144936,chr3,27155500,27192500,37000
144937,chr3,27195500,27291500,96000
144938,chr3,27236500,27290500,54000
144940,chr3,27305500,27520500,215000
144941,chr3,27338500,27520500,182000
144942,chr3,27393500,27520500,127000
144945,chr3,27956500,28162500,206000
144946,chr3,28219500,28597500,378000
144947,chr3,28219500,28800500,581000
144949,chr3,28220500,28464500,244000
144950,chr3,28617500,28800500,183000
144953,chr3,28801500,29023500,222000
144954,chr3,28835500,29023500,188000
144955,chr3,28868500,29022500,154000
144956,chr3,29090500,29283500,193000
144957,chr3,29867500,30051500,184000
144958,chr3,29867500,30568500,701000
144961,chr3,30068500,30564500,496000
144962,chr3,30647500,31193500,546000
144963,chr3,30647500,30779500,132000
144964,chr3,30654500,31024500,370000
144965,chr3,30688500,30780500,92000
144966,chr3,31031500,31193500,162000
144967,chr3,31112500,31192500,80000
144969,chr3,31200500,31363500,163000
144970,chr3,31200500,31514500,314000
144971,chr3,31200500,31657500,457000
144973,chr3,31204500,31317500,113000
144974,chr3,31844500,32242500,398000
144978,chr3,32387500,32562500,175000
144980,chr3,32419500,32564500,145000
144981,chr3,32434500,32562500,128000
144982,chr3,32581500,32757500,176000
144984,chr3,32664500,32752500,88000
144985,chr3,32815500,32872500,57000
144989,chr3,33879500,33972500,93000
144992,chr3,38938500,40446500,1508000
144998,chr3,40578500,40753500,175000
144999,chr3,40582500,40699500,117000
145000,chr3,40754500,40904500,150000
145005,chr3,40904500,41037500,133000
145006,chr3,40997500,41122500,125000
145009,chr3,41137500,41425500,288000
145010,chr3,41137500,41629500,492000
145011,chr3,41183500,41627500,444000
145015,chr3,41445500,41552500,107000
145019,chr3,37693500,38031500,338000
145020,chr3,38310500,38667500,357000
145021,chr3,38716500,38903500,187000
145022,chr3,38938500,39759500,821000
145026,chr3,35743500,36191500,448000
145027,chr3,35744500,36026500,282000
145028,chr3,35743500,36114500,371000
145030,chr3,36028500,36114500,86000
145031,chr3,36028500,36192500,164000
145032,chr3,36235500,36496500,261000
145033,chr3,36235500,36550500,315000
145034,chr3,36236500,36385500,149000
145035,chr3,36264500,36496500,232000
145036,chr3,36264500,36549500,285000
145037,chr3,36385500,36496500,111000
145038,chr3,36385500,36550500,165000
145039,chr3,36500500,36549500,49000
145042,chr3,36693500,37258500,565000
145044,chr3,36743500,37258500,515000
145045,chr3,36842500,37257500,415000
145046,chr3,36895500,37257500,362000
145047,chr3,37126500,37258500,132000
145048,chr3,37395500,37468500,73000
145049,chr3,37678500,37974500,296000
145050,chr3,37694500,37778500,84000
145052,chr3,33880500,34008500,128000
145055,chr3,34285500,34445500,160000
145056,chr3,34286500,34693500,407000
145062,chr3,34486500,34694500,208000
145063,chr3,34655500,35157500,502000
145066,chr3,34701500,35157500,456000
145067,chr3,34701500,35536500,835000
145069,chr3,34704500,34813500,109000
145070,chr3,34707500,34754500,47000
145072,chr3,34753500,34811500,58000
145074,chr3,34827500,35157500,330000
145075,chr3,34826500,35536500,710000
145078,chr3,34870500,35157500,287000
145079,chr3,35158500,35536500,378000
145081,chr3,35744500,35938500,194000
145082,chr3,35745500,35852500,107000
145087,chr3,50257500,50813500,556000
145089,chr3,50258500,50335500,77000
145093,chr3,50814500,51078500,264000
145094,chr3,50815500,51028500,213000
145095,chr3,51142500,51261500,119000
145096,chr3,51197500,51260500,63000
145097,chr3,51491500,51557500,66000
145102,chr3,57175500,57355500,180000
145103,chr3,57176500,57532500,356000
145105,chr3,57376500,57532500,156000
145106,chr3,57378500,57483500,105000
145107,chr3,57574500,57722500,148000
145108,chr3,51388500,52150500,762000
145109,chr3,51418500,52150500,732000
145111,chr3,51558500,52149500,591000
145112,chr3,51608500,52103500,495000
145113,chr3,51609500,52149500,540000
145114,chr3,52011500,52104500,93000
145115,chr3,52163500,52912500,749000
145118,chr3,52166500,52709500,543000
145119,chr3,52162500,52882500,720000
145121,chr3,52166500,52751500,585000
145124,chr3,52166500,52785500,619000
145126,chr3,52168500,52570500,402000
145127,chr3,52168500,52666500,498000
145128,chr3,52169500,52511500,342000
145130,chr3,52172500,52419500,247000
145131,chr3,52177500,52308500,131000
145132,chr3,52935500,53399500,464000
145133,chr3,52937500,53154500,217000
145134,chr3,52937500,53236500,299000
145135,chr3,52938500,53355500,417000
145139,chr3,53433500,53565500,132000
145140,chr3,53433500,53636500,203000
145141,chr3,53497500,53636500,139000
145144,chr3,53556500,53635500,79000
145147,chr3,53643500,54072500,429000
145151,chr3,54263500,54329500,66000
145152,chr3,54262500,54581500,319000
145153,chr3,54262500,54435500,173000
145154,chr3,54262500,54498500,236000
145155,chr3,54462500,54580500,118000
145157,chr3,54643500,54714500,71000
145158,chr3,54717500,55019500,302000
145159,chr3,54721500,54827500,106000
145160,chr3,54721500,54971500,250000
145163,chr3,54840500,54971500,131000
145164,chr3,54987500,55058500,71000
145165,chr3,54988500,55262500,274000
145166,chr3,55061500,55261500,200000
145167,chr3,55130500,55183500,53000
145168,chr3,55130500,55262500,132000
145173,chr3,62846500,62989500,143000
145174,chr3,63149500,63202500,53000
145175,chr3,63462500,63836500,374000
145177,chr3,63478500,63775500,297000
145181,chr3,59779500,60018500,239000
145186,chr3,57751500,58030500,279000
145187,chr3,57751500,58066500,315000
145190,chr3,58072500,58276500,204000
145191,chr3,58071500,58323500,252000
145192,chr3,58322500,58432500,110000
145193,chr3,58393500,58692500,299000
145194,chr3,58563500,58624500,61000
145195,chr3,58563500,58692500,129000
145196,chr3,58563500,58967500,404000
145197,chr3,58634500,58692500,58000
145198,chr3,58634500,58967500,333000
145199,chr3,58750500,58966500,216000
145200,chr3,58891500,58966500,75000
145202,chr3,58986500,59116500,130000
145203,chr3,59028500,59116500,88000
145207,chr3,59228500,59651500,423000
145208,chr3,59778500,59824500,46000
145209,chr3,59778500,59963500,185000
145211,chr3,63878500,64698500,820000
145212,chr3,63878500,64749500,871000
145215,chr3,64112500,64174500,62000
145218,chr3,65225500,65837500,612000
145220,chr3,65292500,65862500,570000
145221,chr3,65299500,65436500,137000
145223,chr3,65301500,65770500,469000
145224,chr3,65436500,65566500,130000
145225,chr3,65436500,65770500,334000
145227,chr3,65470500,65771500,301000
145228,chr3,65473500,65836500,363000
145230,chr3,65566500,65769500,203000
145231,chr3,65771500,65836500,65000
145238,chr3,66318500,66472500,154000
145239,chr3,66318500,66498500,180000
145242,chr3,67260500,67474500,214000
145244,chr3,67355500,67475500,120000
145245,chr3,67420500,67476500,56000
145248,chr3,67532500,67955500,423000
145249,chr3,67568500,67953500,385000
145252,chr3,67965500,68620500,655000
145254,chr3,67965500,68451500,486000
145257,chr3,68400500,68442500,42000
145260,chr3,68523500,68617500,94000
145262,chr3,68624500,68842500,218000
145266,chr3,68952500,69033500,81000
145270,chr3,69115500,69610500,495000
145272,chr3,69116500,69389500,273000
145273,chr3,69164500,69389500,225000
145274,chr3,69164500,69486500,322000
145276,chr3,69304500,69609500,305000
145280,chr3,75127500,75769500,642000
145281,chr3,75426500,75627500,201000
145282,chr3,75464500,75559500,95000
145283,chr3,75486500,75628500,142000
145284,chr3,75546500,75627500,81000
145285,chr3,75786500,75908500,122000
145289,chr3,78866500,79017500,151000
145290,chr3,78866500,79104500,238000
145291,chr3,78866500,79351500,485000
145292,chr3,78866500,79494500,628000
145294,chr3,79128500,79193500,65000
145296,chr3,79572500,79716500,144000
145301,chr3,80868500,80944500,76000
145308,chr3,81955500,82240500,285000
145310,chr3,82272500,82633500,361000
145313,chr3,82784500,82961500,177000
145314,chr3,82784500,82988500,204000
145315,chr3,82785500,82902500,117000
145317,chr3,82906500,83181500,275000
145318,chr3,82907500,82988500,81000
145319,chr3,82908500,82960500,52000
145320,chr3,83017500,83180500,163000
145325,chr3,83622500,83805500,183000
145326,chr3,83706500,83805500,99000
145329,chr3,83823500,84219500,396000
145331,chr3,84082500,84217500,135000
145332,chr3,84086500,84172500,86000
145336,chr3,84259500,84449500,190000
145337,chr3,84522500,84814500,292000
145338,chr3,84600500,84813500,213000
145339,chr3,84600500,84750500,150000
145342,chr3,85614500,85827500,213000
145344,chr3,85614500,86023500,409000
145346,chr3,86175500,86669500,494000
145351,chr3,86752500,86826500,74000
145352,chr3,86940500,87083500,143000
145353,chr3,86939500,87150500,211000
145356,chr3,86939500,87408500,469000
145357,chr3,86939500,87469500,530000
145358,chr3,86997500,87083500,86000
145359,chr3,86998500,87406500,408000
145360,chr3,87151500,87412500,261000
145361,chr3,87151500,87469500,318000
145362,chr3,87231500,87408500,177000
145364,chr3,87231500,87469500,238000
145365,chr3,87318500,87407500,89000
145366,chr3,87415500,87469500,54000
145367,chr3,87916500,87979500,63000
145368,chr3,87994500,88080500,86000
145370,chr3,88099500,88149500,50000
145379,chr3,88239500,88385500,146000
145383,chr3,88288500,88384500,96000
145384,chr3,88314500,88374500,60000
145385,chr3,88314500,88431500,117000
145386,chr3,88395500,88660500,265000
145387,chr3,88451500,88547500,96000
145388,chr3,88451500,88646500,195000
145391,chr3,88998500,89122500,124000
145392,chr3,88998500,89134500,136000
145393,chr3,89157500,89214500,57000
145394,chr3,89224500,89392500,168000
145395,chr3,89227500,89300500,73000
145396,chr3,89248500,89392500,144000
145399,chr3,89363500,89765500,402000
145401,chr3,89419500,89596500,177000
145402,chr3,89419500,89636500,217000
145403,chr3,89421500,89678500,257000
145404,chr3,89420500,89765500,345000
145405,chr3,89525500,89595500,70000
145406,chr3,89860500,89984500,124000
145407,chr3,91958500,92014500,56000
145408,chr3,92058500,92418500,360000
145409,chr3,92058500,92508500,450000
145411,chr3,92059500,92388500,329000
145414,chr3,92815500,92937500,122000
145417,chr3,93023500,93314500,291000
145418,chr3,93022500,93401500,379000
145419,chr3,93038500,93267500,229000
145420,chr3,93215500,93400500,185000
145422,chr3,93270500,93313500,43000
145423,chr3,93269500,93401500,132000
145424,chr3,93270500,93353500,83000
145425,chr3,93454500,93514500,60000
145430,chr3,94274500,94352500,78000
145431,chr3,94274500,94363500,89000
145432,chr3,94274500,94412500,138000
145433,chr3,94274500,94509500,235000
145435,chr3,94363500,94412500,49000
145439,chr3,94796500,94936500,140000
145440,chr3,94855500,94904500,49000
145441,chr3,95049500,95171500,122000
145443,chr3,95136500,95189500,53000
145448,chr3,95256500,95358500,102000
145452,chr3,95769500,95959500,190000
145453,chr3,95874500,95959500,85000
145454,chr3,90125500,90280500,155000
145455,chr3,90320500,90373500,53000
145456,chr3,90398500,90522500,124000
145457,chr3,90399500,90560500,161000
145459,chr3,90432500,90560500,128000
145460,chr3,90433500,90522500,89000
145461,chr3,90432500,90616500,184000
145462,chr3,90491500,90560500,69000
145463,chr3,90491500,90616500,125000
145466,chr3,95873500,96055500,182000
145467,chr3,95974500,96169500,195000
145468,chr3,95976500,96125500,149000
145469,chr3,95976500,96125500,149000
145470,chr3,95988500,96055500,67000
145471,chr3,96188500,96310500,122000
145473,chr3,96188500,96233500,45000
145474,chr3,96188500,96348500,160000
145475,chr3,96188500,96446500,258000
145477,chr3,96192500,96347500,155000
145480,chr3,96454500,96546500,92000
145483,chr3,96575500,96615500,40000
145484,chr3,96844500,97432500,588000
145485,chr3,96845500,97492500,647000
145486,chr3,96845500,96955500,110000
145487,chr3,96845500,97092500,247000
145488,chr3,96845500,97246500,401000
145489,chr3,96845500,97300500,455000
145493,chr3,97109500,97246500,137000
145494,chr3,97135500,97205500,70000
145495,chr3,97301500,97492500,191000
145496,chr3,97302500,97432500,130000
145497,chr3,97443500,97492500,49000
145498,chr3,97589500,97786500,197000
145499,chr3,97696500,97786500,90000
145501,chr3,100097500,100475500,378000
145502,chr3,100097500,100599500,502000
145503,chr3,100266500,100461500,195000
145504,chr3,100825500,101202500,377000
145506,chr3,100879500,101370500,491000
145507,chr3,100880500,101203500,323000
145509,chr3,100881500,101130500,249000
145511,chr3,101128500,101201500,73000
145512,chr3,101224500,101719500,495000
145513,chr3,101225500,101369500,144000
145514,chr3,101279500,101369500,90000
145515,chr3,101401500,101470500,69000
145516,chr3,101401500,101604500,203000
145518,chr3,101401500,101720500,319000
145522,chr3,101510500,101713500,203000
145523,chr3,101620500,101713500,93000
145528,chr3,103926500,104350500,424000
145529,chr3,104012500,104350500,338000
145533,chr3,104419500,104546500,127000
145534,chr3,104621500,104686500,65000
145535,chr3,104621500,104965500,344000
145536,chr3,104675500,104875500,200000
145537,chr3,104675500,104966500,291000
145538,chr3,104725500,104771500,46000
145540,chr3,104774500,104875500,101000
145541,chr3,104773500,104963500,190000
145542,chr3,104900500,104965500,65000
145544,chr3,105582500,105633500,51000
145545,chr3,105582500,105807500,225000
145546,chr3,105594500,105866500,272000
145547,chr3,105678500,105807500,129000
145549,chr3,105899500,105974500,75000
145550,chr3,97801500,98082500,281000
145551,chr3,97802500,98132500,330000
145552,chr3,97802500,98220500,418000
145553,chr3,97836500,98082500,246000
145554,chr3,97836500,98131500,295000
145555,chr3,97836500,98220500,384000
145563,chr3,98823500,98882500,59000
145565,chr3,99048500,99161500,113000
145568,chr3,101989500,102150500,161000
145570,chr3,102029500,102150500,121000
145571,chr3,102156500,102711500,555000
145572,chr3,102157500,102598500,441000
145573,chr3,102242500,102599500,357000
145574,chr3,102623500,102903500,280000
145577,chr3,103007500,103058500,51000
145580,chr3,103093500,103288500,195000
145581,chr3,103093500,103187500,94000
145584,chr3,103131500,103290500,159000
145585,chr3,103300500,103645500,345000
145587,chr3,103448500,103645500,197000
145588,chr3,103533500,103645500,112000
145589,chr3,103736500,103795500,59000
145591,chr3,110050500,110157500,107000
145594,chr3,107775500,108055500,280000
145595,chr3,107848500,108054500,206000
145597,chr3,107977500,108055500,78000
145599,chr3,108072500,108296500,224000
145600,chr3,108189500,108296500,107000
145602,chr3,108308500,108678500,370000
145603,chr3,108309500,108470500,161000
145604,chr3,108567500,108678500,111000
145605,chr3,108608500,108678500,70000
145607,chr3,109020500,109397500,377000
145608,chr3,109078500,109398500,320000
145609,chr3,109433500,109640500,207000
145612,chr3,105899500,106355500,456000
145616,chr3,106031500,106217500,186000
145617,chr3,106455500,106629500,174000
145621,chr3,106848500,106988500,140000
145622,chr3,107002500,107056500,54000
145623,chr3,107001500,107095500,94000
145625,chr3,107141500,107181500,40000
145626,chr3,107141500,107373500,232000
145627,chr3,107141500,107487500,346000
145628,chr3,107141500,107520500,379000
145630,chr3,107183500,107369500,186000
145631,chr3,107264500,107370500,106000
145632,chr3,107511500,107826500,315000
145633,chr3,107512500,107771500,259000
145634,chr3,107565500,107771500,206000
145635,chr3,107604500,107825500,221000
145636,chr3,107605500,107661500,56000
145637,chr3,107605500,107771500,166000
145638,chr3,107775500,107825500,50000
145639,chr3,107775500,107968500,193000
145640,chr3,107824500,107969500,145000
145641,chr3,107848500,107969500,121000
145643,chr3,107861500,107925500,64000
145646,chr3,115323500,115410500,87000
145647,chr3,115455500,115730500,275000
145648,chr3,115454500,115773500,319000
145652,chr3,118889500,118951500,62000
145654,chr3,120965500,121084500,119000
145655,chr3,121101500,121294500,193000
145656,chr3,121101500,121327500,226000
145658,chr3,121101500,121531500,430000
145659,chr3,121101500,121555500,454000
145660,chr3,121329500,121677500,348000
145663,chr3,121344500,121530500,186000
145664,chr3,121679500,121977500,298000
145665,chr3,121680500,121748500,68000
145666,chr3,121679500,121934500,255000
145669,chr3,121757500,121898500,141000
145676,chr3,116045500,116120500,75000
145677,chr3,116126500,116286500,160000
145678,chr3,116126500,116372500,246000
145680,chr3,116126500,116543500,417000
145681,chr3,116127500,116629500,502000
145682,chr3,116133500,116217500,84000
145683,chr3,116303500,116630500,327000
145684,chr3,116304500,116543500,239000
145685,chr3,116306500,116388500,82000
145686,chr3,116397500,116542500,145000
145688,chr3,116698500,116855500,157000
145689,chr3,116698500,117232500,534000
145691,chr3,116914500,117287500,373000
145692,chr3,116914500,117232500,318000
145694,chr3,116946500,117231500,285000
145701,chr3,126240500,126390500,150000
145703,chr3,126369500,126565500,196000
145706,chr3,126391500,126565500,174000
145708,chr3,127117500,127239500,122000
145709,chr3,127117500,127343500,226000
145713,chr3,127246500,127341500,95000
145714,chr3,127249500,127425500,176000
145716,chr3,127418500,127555500,137000
145717,chr3,127426500,127631500,205000
145719,chr3,127558500,127742500,184000
145720,chr3,127589500,127742500,153000
145721,chr3,127647500,127741500,94000
145722,chr3,123309500,124019500,710000
145723,chr3,123309500,124069500,760000
145735,chr3,127796500,128130500,334000
145737,chr3,127882500,128131500,249000
145740,chr3,127980500,128131500,151000
145741,chr3,128142500,128998500,856000
145746,chr3,129051500,129480500,429000
145749,chr3,129096500,129523500,427000
145750,chr3,129098500,129480500,382000
145752,chr3,129100500,129321500,221000
145753,chr3,129100500,129415500,315000
145754,chr3,129225500,129479500,254000
145755,chr3,129314500,129479500,165000
145756,chr3,129314500,129415500,101000
145757,chr3,129327500,129368500,41000
145758,chr3,129617500,129873500,256000
145759,chr3,129658500,129873500,215000
145760,chr3,129726500,129872500,146000
145766,chr3,122088500,122432500,344000
145767,chr3,122106500,122260500,154000
145768,chr3,122144500,122258500,114000
145769,chr3,122442500,122577500,135000
145770,chr3,122442500,122697500,255000
145771,chr3,122442500,122521500,79000
145772,chr3,122442500,122952500,510000
145773,chr3,122524500,122897500,373000
145774,chr3,122731500,122777500,46000
145775,chr3,122778500,122896500,118000
145778,chr3,123028500,123115500,87000
145779,chr3,123028500,123146500,118000
145780,chr3,123179500,123301500,122000
145781,chr3,123310500,123385500,75000
145788,chr3,134986500,135107500,121000
145790,chr3,134989500,135436500,447000
145793,chr3,135035500,135436500,401000
145794,chr3,135109500,135436500,327000
145795,chr3,135110500,135211500,101000
145796,chr3,135236500,135436500,200000
145800,chr3,137483500,137696500,213000
145801,chr3,137487500,137555500,68000
145802,chr3,137484500,137601500,117000
145803,chr3,137484500,137850500,366000
145805,chr3,137571500,137850500,279000
145807,chr3,137643500,137850500,207000
145808,chr3,137697500,137850500,153000
145811,chr3,132212500,132408500,196000
145815,chr3,132565500,132655500,90000
145825,chr3,129888500,130484500,596000
145829,chr3,130370500,130483500,113000
145830,chr3,130402500,130482500,80000
145831,chr3,130510500,130587500,77000
145832,chr3,130509500,130679500,170000
145834,chr3,130555500,130681500,126000
145835,chr3,130612500,130682500,70000
145836,chr3,130612500,131031500,419000
145837,chr3,130681500,131031500,350000
145838,chr3,131093500,131258500,165000
145839,chr3,131141500,131230500,89000
145840,chr3,131141500,131258500,117000
145843,chr3,131682500,131789500,107000
145846,chr3,141568500,141980500,412000
145850,chr3,142000500,142180500,180000
145851,chr3,142197500,142266500,69000
145852,chr3,142197500,142380500,183000
145853,chr3,142197500,142415500,218000
145854,chr3,142197500,142450500,253000
145855,chr3,142198500,142327500,129000
145856,chr3,142346500,142449500,103000
145857,chr3,142346500,142414500,68000
145858,chr3,142470500,142588500,118000
145863,chr3,138223500,138612500,389000
145864,chr3,138224500,138326500,102000
145866,chr3,138347500,138651500,304000
145868,chr3,138348500,138611500,263000
145870,chr3,143909500,144118500,209000
145872,chr3,144159500,144427500,268000
145873,chr3,144276500,144424500,148000
145874,chr3,144313500,144427500,114000
145878,chr3,145116500,145611500,495000
145879,chr3,145117500,145284500,167000
145880,chr3,145319500,145611500,292000
145881,chr3,145653500,145883500,230000
145882,chr3,145656500,145762500,106000
145883,chr3,145655500,145842500,187000
145884,chr3,145764500,145883500,119000
145885,chr3,145808500,145883500,75000
145886,chr3,145890500,145983500,93000
145895,chr3,151422500,151795500,373000
145896,chr3,151480500,151794500,314000
145897,chr3,151525500,151794500,269000
145898,chr3,151816500,151950500,134000
145899,chr3,151816500,151992500,176000
145900,chr3,151817500,151917500,100000
145902,chr3,151965500,152006500,41000
145903,chr3,151966500,152454500,488000
145904,chr3,151966500,152181500,215000
145905,chr3,152046500,152101500,55000
145906,chr3,152101500,152455500,354000
145908,chr3,152180500,152455500,275000
145909,chr3,152184500,152263500,79000
145912,chr3,152489500,152664500,175000
145914,chr3,152657500,153207500,550000
145915,chr3,152758500,153361500,603000
145916,chr3,152759500,153207500,448000
145917,chr3,152956500,153360500,404000
145918,chr3,153363500,153512500,149000
145919,chr3,153381500,153427500,46000
145920,chr3,153697500,153773500,76000
145921,chr3,145890500,146651500,761000
145922,chr3,146051500,146189500,138000
145923,chr3,146050500,146606500,556000
145924,chr3,146129500,146651500,522000
145926,chr3,146192500,146651500,459000
145928,chr3,146270500,146605500,335000
145940,chr3,156938500,157064500,126000
145941,chr3,156938500,157155500,217000
145942,chr3,156938500,157226500,288000
145945,chr3,157270500,157550500,280000
145946,chr3,157270500,157576500,306000
145947,chr3,157271500,157423500,152000
145948,chr3,157582500,157782500,200000
145950,chr3,157652500,157740500,88000
145953,chr3,153975500,154278500,303000
145954,chr3,154024500,154278500,254000
145955,chr3,154037500,154086500,49000
145956,chr4,3608500,3781500,173000
145957,chr4,3608500,3923500,315000
145959,chr4,3835500,3938500,103000
145960,chr4,3929500,4131500,202000
145962,chr4,3975500,4131500,156000
145965,chr4,4140500,4299500,159000
145966,chr4,4140500,4433500,293000
145967,chr4,4140500,4720500,580000
145969,chr4,5515500,5646500,131000
145970,chr4,5646500,5799500,153000
145971,chr4,5647500,5693500,46000
145975,chr4,6225500,6427500,202000
145977,chr4,6434500,6514500,80000
145980,chr4,7987500,8367500,380000
145981,chr4,7989500,8084500,95000
145982,chr4,8084500,8367500,283000
145983,chr4,8598500,9096500,498000
145984,chr4,8666500,9096500,430000
145985,chr4,8758500,9027500,269000
145986,chr4,8758500,9096500,338000
145987,chr4,9136500,9529500,393000
145989,chr4,9136500,9456500,320000
145991,chr4,9609500,9772500,163000
145992,chr4,9610500,9665500,55000
145993,chr4,9668500,9771500,103000
145994,chr4,15959500,16013500,54000
145995,chr4,16013500,16163500,150000
145996,chr4,14506500,14922500,416000
145999,chr4,14543500,14922500,379000
146000,chr4,14820500,14921500,101000
146002,chr4,14960500,15318500,358000
146004,chr4,11627500,12035500,408000
146005,chr4,11682500,12033500,351000
146006,chr4,11929500,12034500,105000
146010,chr4,13743500,13804500,61000
146012,chr4,9841500,10201500,360000
146014,chr4,10290500,10560500,270000
146018,chr4,11085500,11166500,81000
146019,chr4,11328500,11453500,125000
146020,chr4,11628500,11915500,287000
146022,chr4,19572500,19708500,136000
146023,chr4,19584500,19901500,317000
146024,chr4,19584500,19952500,368000
146025,chr4,19697500,19900500,203000
146033,chr4,22131500,22489500,358000
146034,chr4,22133500,22367500,234000
146035,chr4,22133500,22395500,262000
146036,chr4,22144500,22281500,137000
146042,chr4,21743500,21813500,70000
146043,chr4,21832500,21952500,120000
146045,chr4,21833500,21989500,156000
146053,chr4,31997500,32569500,572000
146054,chr4,32055500,32571500,516000
146055,chr4,32056500,32248500,192000
146056,chr4,32091500,32248500,157000
146057,chr4,32153500,32246500,93000
146058,chr4,32154500,32551500,397000
146059,chr4,32586500,32950500,364000
146060,chr4,32587500,33119500,532000
146061,chr4,32587500,33018500,431000
146063,chr4,32631500,32758500,127000
146064,chr4,32771500,33018500,247000
146065,chr4,32770500,33119500,349000
146070,chr4,33207500,33292500,85000
146071,chr4,33396500,33706500,310000
146074,chr4,40135500,40285500,150000
146075,chr4,40135500,40681500,546000
146076,chr4,40178500,40685500,507000
146077,chr4,40183500,40285500,102000
146079,chr4,40220500,40269500,49000
146080,chr4,40219500,40702500,483000
146082,chr4,40285500,40682500,397000
146083,chr4,40301500,40641500,340000
146085,chr4,40773500,40948500,175000
146086,chr4,40777500,40855500,78000
146087,chr4,40774500,40906500,132000
146089,chr4,41050500,41166500,116000
146090,chr4,41051500,41119500,68000
146092,chr4,41505500,41708500,203000
146096,chr4,41613500,41708500,95000
146103,chr4,34687500,34778500,91000
146104,chr4,34701500,34921500,220000
146105,chr4,34784500,34921500,137000
146106,chr4,34958500,35192500,234000
146107,chr4,34958500,35308500,350000
146109,chr4,34959500,35156500,197000
146111,chr4,42877500,42964500,87000
146115,chr4,43030500,43560500,530000
146117,chr4,43045500,43382500,337000
